Label,Text
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
ham,i can call in  #  min if thats ok
ham,Orh i tot u say she now still dun believe.
ham,I dont thnk its a wrong calling between us
ham,i see. When we finish we have loads of loans to pay
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
ham,Dunno lei shd b driving lor cos i go sch spam hr oni.
ham,"I'm back, lemme know when you're ready"
ham,And pls pls drink plenty plenty water
ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
ham,G wants to know where the fuck you are
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,Sorry that was my uncle. I.ll keep in touch
ham,Can i get your opinion on something first?
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
ham,u give me some time to walk there.
ham,You'll never believe this but i have actually got off at taunton. Wow
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on ham845 ham2spam 368ham.Offer ends 28thFeb.T&C's apply
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 43ham GOT UP 4 WORK AT 63ham
ham,Great escape. I fancy the bridge but needs her lager. See you tomo 
ham,Neshanth..tel me who r u?
ham,Missing you too.pray inshah allah
ham,No da if you run that it activate the full version da.
ham,He is a womdarfull actor
ham,Aiyah ok wat as long as got improve can already wat...
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules spamst?
ham,"Not really dude, have no friends i'm afraid :("
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
ham,Now got tv 2 watch meh? U no work today?
ham,U should make a fb list
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
ham,Ok i msg u b4 i leave my house.
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
spam,"ou are guaranteed the latest Nokia Phone, a 4hamGB iPod MP3 player or a £5hamham prize! Txt word: COLLECT to No: 83355! IBHltd LdnWspam5H spam5hamp/Mtmsgrcvdspam8"
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
spam,Are you unique enough? Find out from 3hamth August. www.areyouunique.co.uk
ham,"Aight, sounds good. When do you want me to come down?"
ham,Hi.what you think about match?
ham,"Sorry, I'll call later in meeting"
ham,I had askd u a question some hours before. Its answer
ham,You're right I have now that I think about it
ham,Those were my exact intentions
ham,Ok then i come n pick u at engin?
ham,Anytime lor...
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call ham87ham9222922. National rate from spam.5p/min cheap to 7.8p/min peak! To stop texts call ham87spam246ham324 (spamhamp/min)"
ham,Will be office around 4 pm. Now i am going hospital.
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
ham,Then. You are eldest know.
ham,"Aight, tomorrow around  &lt;#&gt;  it is"
ham,"Ah, well that confuses things, doesn€˜t it?"
ham,Yup
ham,"K, wat s tht incident?"
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call ham87spam2466669 at spamhamp/min. 2 stop texts call ham87spam246ham324(nat rate)"
ham,"Yeah I am, so I'll leave maybe 7ish?"
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline ham9spamspamspamham3hamspamspam6. PoBoxspam2nspam46tfspam5
spam,"U can WIN £spamhamham of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87ham66 TsCs www.Idew.com SkillGame, spamWinaweek, agespam6. spam5hamppermessSubscription"
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
ham,Ard 4 lor...
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5hamhamham await collection. Call ham9ham5hamham9hamham44 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£spam.5ham/pm, Maxspamhammins"
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
ham,I dunno until when... Lets go learn pilates...
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
ham,K and you're sure I don't have to have consent forms to do it :V
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-44ham or NO-44ham See her: www.SMS.ac/u/nat27ham8spam98ham STOP? Send STOP FRND to 62468
ham,"sorry brah, just finished the last of my exams, what up"
spam,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!"""
ham,K sure am in my relatives home. Sms me de. Pls:-)
ham,"Sir, I am waiting for your mail."
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
ham,I donno if they are scorable
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt"
ham,I'm in class. Will holla later
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
ham,I have many dependents
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
ham,I meant middle left or right?
ham,You are not bothering me but you have to trust my answers. Pls.
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
ham,Heehee that was so funny tho
ham,"Merry Christmas to you too babe, i love ya *kisses*"
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
ham,What year. And how many miles.
ham,"Cool, want me to go to kappa or should I meet you outside mu"
spam,U 4478hamspam25923spam have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on ham9ham58ham94597
ham,Just curious because my cuz asked what I was up to
ham,We're on the opposite side from where we dropped you off
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb spam
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
ham,Okay same with me. Well thanks for the clarification
spam,Good Luck! Draw takes place 28th Feb ham6. Good Luck! For removal send STOP to 87239 customer services ham87ham8ham344spam2
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?
spam,Marvel Mobile Play the official Ultimate Spider-man game (å£4.5ham) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
ham,Cold. Dont be sad dear
ham,Today is song dedicated day.. Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
ham,So what did the bank say about the money?
ham,WHITE FUDGE OREOS ARE IN STORES
spam,"Had your mobile spamham mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
ham,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\"""""
spam,You have WON a guaranteed å£spamhamhamham cash or a å£2hamhamham prize. To claim yr prize call our customer service representative on ham87spam47spam2394 between spamhamam-7pm
ham,So is there anything specific I should be doing with regards to jaklin or what because idk
spam,WIN URGENT! Your mobile number has been awarded with a £2hamhamham prize GUARANTEED call ham9ham6spam79hamspam2spam from land line. claim 3ham3ham valid spam2hrs only spam5hamppm 
ham,Minimum walk is 3miles a day.
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
spam,URGENT We are trying to contact you Last weekends draw shows u have won a å£spamhamhamham prize GUARANTEED Call ham9ham64hamspam7295 Claim code K52 Valid spam2hrs spam5hamp pm
ham,"Haha get used to driving to usf man, I know a lot of stoners"
ham,Unless it's a situation where YOU GO GURL would be more appropriate
ham,Re your call; You didn't see my facebook huh?
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
ham,spam in cbe. 2 in chennai.
ham,Hahaha..use your brain dear
ham,Should I head straight there or what
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
ham,Ok can...
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
spam,This is the 2nd time we have tried to contact u. U have won the å£spam45ham prize to claim just call ham9ham5375hamhamham5 b4 3spamham3ham3. T&Cs/stop SMS ham87spam8725756. spam4hamppm
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
ham,Aight should I just plan to come up later tonight?
ham,"Babe, I need your advice"
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
ham,ÌÏ neva tell me how i noe... I'm not at home in da aft wat... 
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
